"timestamp","oldPdf","newPdf","oldMarkdown","newMarkdown","status","reason","doi"
"2026-08-13T14:25:57.2679595+01:00","Ray Tracing of Light Trapping Strategies in Thin Silicon Solar Cells.pdf","2026_Fuad_Pakhuruddin_S_Ray-Tracing-Light.pdf","Ray Tracing of Light Trapping Strategies in Thin Silicon Solar Cells.md","2026_Fuad_Pakhuruddin_S_Ray-Tracing-Light.md","renamed","","10.1007/s12633-025-03618-8"
"2026-08-13T14:25:57.2679595+01:00","RayFlare - flexible optical modelling of solar cells.pdf","2021_Pearce_Pearce_JOSS_RayFlare-flexible.pdf","RayFlare - flexible optical modelling of solar cells.md","2021_Pearce_Pearce_JOSS_RayFlare-flexible.md","renamed","","10.21105/joss.03460"
"2026-08-13T14:25:57.2679595+01:00","Reassessment of the intrinsic bulk recombination in crystalline silicon.pdf","2022_Niewelt_Glunz_SOLMAT_Reassessment-intrinsic.pdf","Reassessment of the intrinsic bulk recombination in crystalline silicon.md","2022_Niewelt_Glunz_SOLMAT_Reassessment-intrinsic.md","renamed","","10.1016/j.solmat.2021.111467"
"2026-08-13T14:25:57.2679595+01:00","Review of methods to account for the solar spectral influence on photovoltaic device performance.pdf","2024_Daxini_Wu_E_Review-methods-account.pdf","Review of methods to account for the solar spectral influence on photovoltaic device performance.md","2024_Daxini_Wu_E_Review-methods-account.md","renamed","","10.1016/j.energy.2023.129461"
"2026-08-13T14:25:57.2679595+01:00","Sandia Report SAND2004-3535 Photovoltaic Array Performance Model - King model for temperature.pdf","","Sandia Report SAND2004-3535 Photovoltaic Array Performance Model - King model for temperature.md","","skipped","No DOI near paper header",""
"2026-08-13T14:25:57.2679595+01:00","Semantic Peformance Loss Analysis of Photovoltaic Modules Under Stress.pdf","","Semantic Peformance Loss Analysis of Photovoltaic Modules Under Stress.md","","skipped","No DOI near paper header",""
"2026-08-13T14:25:57.2679595+01:00","Simulation-Based Analysis of Silicon Solar Cell Performance with Laser Enhanced Contact Impact of Bulk Defect Density and Resistivity.pdf","2025_Yang_Macdonald_SOLARRRL_Simulation-Based.pdf","Simulation-Based Analysis of Silicon Solar Cell Performance with Laser Enhanced Contact Impact of Bulk Defect Density and Resistivity.md","2025_Yang_Macdonald_SOLARRRL_Simulation-Based.md","renamed","","10.1002/solr.202500465"
"2026-08-13T14:25:57.2679595+01:00","Solar radiation on inclined surfaces - Corrections and benchmarks.pdf","2016_Yang_Yang_SOLENER_Solar-radiation-inclined.pdf","Solar radiation on inclined surfaces - Corrections and benchmarks.md","2016_Yang_Yang_SOLENER_Solar-radiation-inclined.md","renamed","","10.1016/j.solener.2016.06.062"
"2026-08-13T14:25:57.2679595+01:00","Spectral_correction_in_yield_forecasts_for_two-terminal_perovskitesilicon_tandem_modules.pdf","2025_Abbott_McIntosh_2I5PSCP_Spectral-correction.pdf","Spectral_correction_in_yield_forecasts_for_two-terminal_perovskitesilicon_tandem_modules.md","2025_Abbott_McIntosh_2I5PSCP_Spectral-correction.md","renamed","","10.1109/PVSC59419.2025.11133170"
"2026-08-13T14:25:57.2679595+01:00","Supplement -- Energy yield modelling of textured perovskite-silicon tandem photovoltaics with thick perovskite top cells.pdf","","Supplement -- Energy yield modelling of textured perovskite-silicon tandem photovoltaics with thick perovskite top cells.md","","skipped","DOI unresolved or title mismatch","10.6084/m9.figshare.19328633"
"2026-08-13T14:25:57.2679595+01:00","Supplementary -- Energy yield prediction of bifacial perovskite-silicon tandem photovoltaic modules.pdf","","Supplementary -- Energy yield prediction of bifacial perovskite-silicon tandem photovoltaic modules.md","","skipped","No DOI near paper header",""
"2026-08-13T14:25:57.2679595+01:00","Supplementary -- Optimizing energy yield of monolithic perovskite-silicon tandem solar cells in real-world Conditions - The impact of luminescent coupling.pdf","","Supplementary -- Optimizing energy yield of monolithic perovskite-silicon tandem solar cells in real-world Conditions - The impact of luminescent coupling.md","","skipped","DOI unresolved or title mismatch","10.1364/oe.27.00a507"
"2026-08-13T14:25:57.2679595+01:00","Supplementary --- Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates.pdf","","Supplementary --- Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates.md","","skipped","No DOI near paper header",""
"2026-08-13T14:25:57.2679595+01:00","Supplementary---temperature-coefficients-of-perovskite-silicon-tandem-solar-cells---Supplementary.pdf","","Supplementary---temperature-coefficients-of-perovskite-silicon-tandem-solar-cells---Supplementary.md","","skipped","No DOI near paper header",""
"2026-08-13T14:25:57.2679595+01:00","Temperature dependence of Auger recombination in crystalline silicon from 117–463 K.pdf","2026_Black_Macdonald_SOLMAT_Temperature-dependence.pdf","Temperature dependence of Auger recombination in crystalline silicon from 117–463 K.md","2026_Black_Macdonald_SOLMAT_Temperature-dependence.md","renamed","","10.1016/j.solmat.2025.113985"
"2026-08-13T14:25:57.2679595+01:00","temperature-coefficients-of-perovskite-silicon-tandem-solar-cells.pdf","2023_Babics_DeWolf_ACSENERGY_Temperature-Coefficients.pdf","temperature-coefficients-of-perovskite-silicon-tandem-solar-cells.md","2023_Babics_DeWolf_ACSENERGY_Temperature-Coefficients.md","renamed","","10.1021/acsenergylett.3c00930"
"2026-08-13T14:25:57.2679595+01:00","The intrinsic adjusted single-diode model- Solid State Physics meets accurate yield simulation.pdf","2026_Hamer_Hoex_SOLMAT_intrinsic-adjusted.pdf","The intrinsic adjusted single-diode model- Solid State Physics meets accurate yield simulation.md","2026_Hamer_Hoex_SOLMAT_intrinsic-adjusted.md","renamed","","10.1016/j.solmat.2026.114218"
"2026-08-13T14:25:57.2679595+01:00","The SMARTS spectral irradiance model after 25 years- New developments and validation of reference spectra.pdf","2019_Gueymard_Gueymard_SOLENER_SMARTS-spectral-irradiance.pdf","The SMARTS spectral irradiance model after 25 years- New developments and validation of reference spectra.md","2019_Gueymard_Gueymard_SOLENER_SMARTS-spectral-irradiance.md","renamed","","10.1016/j.solener.2019.05.048"
"2026-08-13T14:25:57.2679595+01:00","Time‐varying ray tracing irradiance simulation approach for photovoltaic.pdf","2023_Andres_Olindo_PIP_Time-varying-ray.pdf","Time‐varying ray tracing irradiance simulation approach for photovoltaic.md","2023_Andres_Olindo_PIP_Time-varying-ray.md","renamed","","10.1002/pip.3614"
"2026-08-13T14:25:57.2679595+01:00","Transient Weighted Moving-Average Model of Photovoltaic Module Back-Surface Temperature.pdf","2020_Prilliman_Tamizhmani_JPV_Transient-Weighted.pdf","Transient Weighted Moving-Average Model of Photovoltaic Module Back-Surface Temperature.md","2020_Prilliman_Tamizhmani_JPV_Transient-Weighted.md","renamed","","10.1109/JPHOTOV.2020.2992351"
"2026-08-13T14:25:57.2679595+01:00","Unveiling Auger recombination current component in rectification curves of silicon heterojunction solar cells.pdf","2026_Huang_Zhou_APL_Unveiling-Auger-current.pdf","Unveiling Auger recombination current component in rectification curves of silicon heterojunction solar cells.md","2026_Huang_Zhou_APL_Unveiling-Auger-current.md","renamed","","10.1063/5.0331255"
"2026-08-13T14:25:57.2679595+01:00","Unveiling the mechanism of attaining high fill factor in silicon solar cells.pdf","2024_Lin_Gao_PIP_Unveiling-mechanism.pdf","Unveiling the mechanism of attaining high fill factor in silicon solar cells.md","2024_Lin_Gao_PIP_Unveiling-mechanism.md","renamed","","10.1002/pip.3775"
"2026-08-13T14:39:51.8298338+01:00","a_general_approach_to_model_high_performance_pv_modules_for_accurate_energy_yield_simulations",".pdf","2025_Antognini_Wittmer_EUPVSEC_High-performance-PV-modules",".pdf","a_general_approach_to_model_high_performance_pv_modules_for_accurate_energy_yield_simulations",".md","2025_Antognini_Wittmer_EUPVSEC_High-performance-PV-modules",".md","renamed","Manually resolved from user-supplied authoritative source","https://www.tib.eu/en/search/id/datacite:762cc571c874b7e63a1d4f2803d4b5fbcb50a607/A-General-Approach-to-Model-High-Performance-PV"
"2026-08-13T14:39:51.8298338+01:00","All-weather model for sky luminance distribution—Preliminary configuration and validation",".pdf","1993_Perez_Michalsky_SOLENER_All-weather-sky-model",".pdf","All-weather model for sky luminance distribution—Preliminary configuration and validation",".md","1993_Perez_Michalsky_SOLENER_All-weather-sky-model",".md","renamed","Manually resolved from user-supplied authoritative source","https://doi.org/10.1016/0038-092X(93)90017-I"
"2026-08-13T14:39:51.8298338+01:00","Experimental and numerical modeling of photovoltaic modules temperature under varying ambient conditions",".pdf","2024_Keddouda_Ihaddadene_ECM_Experimental-numerical-modeling",".pdf","Experimental and numerical modeling of photovoltaic modules temperature under varying ambient conditions",".md","2024_Keddouda_Ihaddadene_ECM_Experimental-numerical-modeling",".md","renamed","Manually resolved from user-supplied authoritative source","https://www.sciencedirect.com/science/article/pii/S0196890424005041"
"2026-08-13T14:39:51.8298338+01:00","Rapid and Accurate Determination of Series Resistance and Fill Factor Losses in Industrial Silicon Solar Cells",".pdf","2001_Bowden_Rohatgi_EUPVSEC_Series-resistance-losses",".pdf","Rapid and Accurate Determination of Series Resistance and Fill Factor Losses in Industrial Silicon Solar Cells",".md","2001_Bowden_Rohatgi_EUPVSEC_Series-resistance-losses",".md","renamed","Manually resolved from user-supplied authoritative source","https://repository.gatech.edu/entities/publication/c5622810-aa0e-4960-9f89-12cedeaef306/full"
"2026-08-13T14:39:51.8298338+01:00","Matrix method for thin film optics",".pdf","2018_Acquaroli_Acquaroli_ARXIV_Matrix-thin-film-optics",".pdf","Matrix method for thin film optics",".md","2018_Acquaroli_Acquaroli_ARXIV_Matrix-thin-film-optics",".md","renamed","Manually resolved from user-supplied authoritative source","https://arxiv.org/abs/1809.07708"
"2026-08-13T14:39:51.8298338+01:00","Modeling and circuit-based simulation of photovoltaic arrays",".pdf","2009_Villalva_RuppertFilho_COBEP_Circuit-based-PV-arrays",".pdf","Modeling and circuit-based simulation of photovoltaic arrays",".md","2009_Villalva_RuppertFilho_COBEP_Circuit-based-PV-arrays",".md","renamed","Manually resolved from user-supplied authoritative source","https://ieeexplore.ieee.org/document/5347680"
"2026-08-13T14:39:51.8298338+01:00","Modeling Daylight Availability and Irradiance Components from Direct and Global Irradiance",".pdf","1990_Perez_Stewart_SOLENER_Daylight-irradiance-models",".pdf","Modeling Daylight Availability and Irradiance Components from Direct and Global Irradiance",".md","1990_Perez_Stewart_SOLENER_Daylight-irradiance-models",".md","renamed","Manually resolved from user-supplied authoritative source","https://www.sciencedirect.com/science/article/pii/0038092X9090055H"
"2026-08-13T14:39:51.8298338+01:00","Multilayer optical calculations",".pdf","2016_Byrnes_Byrnes_ARXIV_Multilayer-optical-calculations",".pdf","Multilayer optical calculations",".md","2016_Byrnes_Byrnes_ARXIV_Multilayer-optical-calculations",".md","renamed","Manually resolved from user-supplied authoritative source","https://arxiv.org/abs/1603.02720"
"2026-08-13T14:39:51.8298338+01:00","Open-source integrated optical modelling with RayFlare",".pdf","2019_Pearce_EkinsDaukes_PVSC_RayFlare-optical-modelling",".pdf","Open-source integrated optical modelling with RayFlare",".md","2019_Pearce_EkinsDaukes_PVSC_RayFlare-optical-modelling",".md","renamed","Manually resolved from user-supplied authoritative source","https://ieeexplore.ieee.org/document/8980868"
"2026-08-13T14:39:51.8298338+01:00","Optical model for multilayer structures with",".pdf","2013_Santbergen_Zeman_OPTEXP_Coherent-multilayer-model",".pdf","Optical model for multilayer structures with",".md","2013_Santbergen_Zeman_OPTEXP_Coherent-multilayer-model",".md","renamed","Manually resolved from user-supplied authoritative source","https://opg.optica.org/oe/fulltext.cfm?uri=oe-21-S2-A262"
"2026-08-13T14:39:51.8298338+01:00","Photovoltaic_module_cell_temperature_measurements_using_linear_interpolation_technique",".pdf","2017_Mangeni_Pang_I2MTC_Module-temperature-measurements",".pdf","Photovoltaic_module_cell_temperature_measurements_using_linear_interpolation_technique",".md","2017_Mangeni_Pang_I2MTC_Module-temperature-measurements",".md","renamed","Manually resolved from user-supplied authoritative source","https://ieeexplore.ieee.org/document/7969759"
"2026-08-13T14:39:51.8298338+01:00","Prediction of the open‐circuit voltage of solar cells from the steady‐state",".pdf","1997_Cuevas_Sinton_PIP_Open-circuit-voltage",".pdf","Prediction of the open‐circuit voltage of solar cells from the steady‐state",".md","1997_Cuevas_Sinton_PIP_Open-circuit-voltage",".md","renamed","Manually resolved from user-supplied authoritative source","https://doi.org/10.1002/(SICI)1099-159X(199703/04)5:2%3C79::AID-PIP155%3E3.0.CO;2-J"
"2026-08-13T14:42:17.2841607+01:00","Supplement -- Energy yield modelling of textured perovskite-silicon tandem photovoltaics with thick perovskite top cells",".pdf","2022_Gota_Paetzold_OPTEXP_Energy-yield-modelling_supplementary",".pdf","Supplement -- Energy yield modelling of textured perovskite-silicon tandem photovoltaics with thick perovskite top cells",".md","2022_Gota_Paetzold_OPTEXP_Energy-yield-modelling_supplementary",".md","renamed","Matched to corresponding main paper; appended _supplementary",""
"2026-08-13T14:42:17.2841607+01:00","Supplementary -- Energy yield prediction of bifacial perovskite-silicon tandem photovoltaic modules",".pdf","2023_Hao_Li_SOLARRRL_Energy-Yield-Prediction_supplementary",".pdf","Supplementary -- Energy yield prediction of bifacial perovskite-silicon tandem photovoltaic modules",".md","2023_Hao_Li_SOLARRRL_Energy-Yield-Prediction_supplementary",".md","renamed","Matched to corresponding main paper; appended _supplementary",""
"2026-08-13T14:42:17.2841607+01:00","Supplementary -- Optimizing energy yield of monolithic perovskite-silicon tandem solar cells in real-world Conditions - The impact of luminescent coupling",".pdf","2025_Nguyen_Nguyen_SOLMAT_Optimizing-energy_supplementary",".pdf","Supplementary -- Optimizing energy yield of monolithic perovskite-silicon tandem solar cells in real-world Conditions - The impact of luminescent coupling",".md","2025_Nguyen_Nguyen_SOLMAT_Optimizing-energy_supplementary",".md","renamed","Matched to corresponding main paper; appended _supplementary",""
"2026-08-13T14:42:17.2841607+01:00","Supplementary --- Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates",".pdf","2025_Raitani_Nair_ACSAEM_Prospects-Climate_supplementary",".pdf","Supplementary --- Prospects for Climate-Specific Design of Perovskite-Silicon Tandem Solar Cells and the Influence of Degradation Rates",".md","2025_Raitani_Nair_ACSAEM_Prospects-Climate_supplementary",".md","renamed","Matched to corresponding main paper; appended _supplementary",""
"2026-08-13T14:42:17.2841607+01:00","Supplementary---temperature-coefficients-of-perovskite-silicon-tandem-solar-cells---Supplementary",".pdf","2023_Babics_DeWolf_ACSENERGY_Temperature-Coefficients_supplementary",".pdf","Supplementary---temperature-coefficients-of-perovskite-silicon-tandem-solar-cells---Supplementary",".md","2023_Babics_DeWolf_ACSENERGY_Temperature-Coefficients_supplementary",".md","renamed","Matched to corresponding main paper; appended _supplementary",""
"2026-08-13T14:46:45.6021779+01:00","Semantic Peformance Loss Analysis of Photovoltaic Modules Under Stress",".pdf","2025_Venkat_Davis_UNPUBLISHED_Semantic-performance-loss",".pdf","Semantic Peformance Loss Analysis of Photovoltaic Modules Under Stress",".md","2025_Venkat_Davis_UNPUBLISHED_Semantic-performance-loss",".md","renamed","Manual metadata; no authoritative publication source",""
"2026-08-13T14:46:45.6021779+01:00","Sandia Report SAND2004-3535 Photovoltaic Array Performance Model - King model for temperature",".pdf","2004_Sandia_Sandia_SANDIA_Photovoltaic-array-model",".pdf","Sandia Report SAND2004-3535 Photovoltaic Array Performance Model - King model for temperature",".md","2004_Sandia_Sandia_SANDIA_Photovoltaic-array-model",".md","renamed","Manual metadata from PDF first page; Sandia designated as author",""
